No,Type,Threat_type,Itype,Status,Value,Severity,IOC_type,ThreatScore,Created_ts,Organization,Confidence,Source_reported_confidence
553,ip,spam,spam_ip,active,113.173.110.247,low,gov,19,2021-03-21,Vietnam Posts and Telecommunications(VNPT),73,60
554,ip,spam,spam_ip,active,14.190.52.106,low,gov,20,2021-03-21,Vietnam Posts and Telecommunications(VNPT),77,60
555,ip,spam,spam_ip,active,42.113.119.116,low,gov,25,2021-03-21,FPT Telecom Company,99,60
556,ip,spam,spam_ip,active,14.190.178.49,low,gov,18,2021-03-21,Vietnam Posts and Telecommunications(VNPT),69,60
557,ip,spam,spam_ip,active,123.21.212.248,low,gov,22,2021-03-21,Vietnam Posts and Telecommunications(VNPT),88,60
558,ip,spam,spam_ip,active,1.52.83.243,low,gov,25,2021-03-21,FPT Telecom,99,60
559,ip,spam,spam_ip,active,14.186.54.17,low,gov,24,2021-03-21,Vietnam Posts and Telecommunications(VNPT),96,60
560,ip,spam,spam_ip,active,123.21.247.4,low,gov,22,2021-03-21,Vietnam Posts and Telecommunications(VNPT),88,60
561,ip,spam,spam_ip,active,14.188.60.180,low,gov,24,2021-03-21,Vietnam Posts and Telecommunications(VNPT),96,60
562,ip,spam,spam_ip,active,171.238.75.211,low,gov,25,2021-03-21,Viettel Group,100,60
563,ip,spam,spam_ip,active,118.71.164.90,low,gov,25,2021-03-21,FPT Telecom Company,99,60
564,ip,spam,spam_ip,active,113.189.53.231,low,gov,16,2021-03-21,Vietnam Posts and Telecommunications(VNPT),64,60
565,ip,spam,spam_ip,active,14.226.205.210,low,gov,21,2021-03-21,Vietnam Posts and Telecommunications(VNPT),81,60
566,ip,spam,spam_ip,active,123.24.103.248,low,gov,20,2021-03-21,Vietnam Posts and Telecommunications(VNPT),77,60
567,ip,spam,spam_ip,active,14.231.231.114,low,gov,20,2021-03-21,Vietnam Posts and Telecommunications(VNPT),80,60
568,ip,spam,spam_ip,active,27.73.115.182,low,gov,25,2021-03-21,Viettel Group,97,60
569,ip,spam,spam_ip,active,115.76.49.8,low,gov,21,2021-03-21,Viettel Group,84,60
570,ip,spam,spam_ip,active,113.23.17.249,low,gov,22,2021-03-21,FPT Telecom Company,88,60
571,ip,spam,spam_ip,active,113.166.42.34,low,gov,19,2021-03-21,Vietnam Posts and Telecommunications(VNPT),74,60
572,ip,spam,spam_ip,active,14.254.233.116,low,gov,22,2021-03-21,Vietnam Posts And Telecommunications Group,86,60
573,ip,spam,spam_ip,active,113.186.119.16,low,gov,17,2021-03-21,Vietnam Posts and Telecommunications(VNPT),66,60
574,ip,spam,spam_ip,active,171.241.40.188,low,gov,23,2021-03-21,Viettel Group,90,60
575,ip,spam,spam_ip,active,1.52.122.152,low,gov,25,2021-03-21,FPT Telecom Company,99,60
576,ip,spam,spam_ip,active,58.186.56.56,low,gov,25,2021-03-21,FPT Telecom Company,99,60
577,ip,spam,spam_ip,active,171.236.48.196,low,gov,25,2021-03-21,Viettel Group,100,60
578,ip,spam,spam_ip,active,14.245.27.2,low,gov,24,2021-03-21,Vietnam Posts and Telecommunications(VNPT),93,60
579,ip,spam,spam_ip,active,123.21.75.72,low,gov,22,2021-03-21,Vietnam Posts and Telecommunications(VNPT),88,60
580,ip,bot,bot_ip,active,103.143.209.216,low,gov,25,2021-03-21,,97,75
581,ip,bot,bot_ip,active,103.121.89.37,low,gov,17,2021-03-21,,68,75
582,ip,bot,bot_ip,active,45.122.247.122,low,gov,23,2021-03-21,CMC Telecom Infrastructure Company,90,75
583,ip,bot,bot_ip,active,42.113.219.159,low,gov,25,2021-03-21,FPT Telecom Company,99,75
584,ip,bot,bot_ip,active,27.71.226.80,low,gov,25,2021-03-21,Viettel Group,97,75
585,ip,bot,bot_ip,active,14.241.237.205,low,gov,22,2021-03-21,Vietnam Posts and Telecommunications(VNPT),86,75
586,ip,bot,bot_ip,active,14.235.26.236,low,gov,25,2021-03-21,Vietnam Posts and Telecommunications(VNPT),100,75
587,ip,bot,bot_ip,active,14.229.2.58,low,gov,25,2021-03-21,Vietnam Posts and Telecommunications(VNPT),98,75
588,ip,bot,bot_ip,active,14.174.141.9,low,gov,13,2021-03-21,Vietnam Posts and Telecommunications(VNPT),52,75
589,ip,spam,spam_ip,active,117.7.191.176,low,gov,25,2021-03-20,Viettel Group,97,75
590,ip,spam,spam_ip,active,14.237.131.8,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),81,75
591,ip,spam,spam_ip,active,14.248.97.95,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
592,ip,spam,spam_ip,active,14.240.243.115,low,gov,15,2021-03-20,Vietnam Posts and Telecommunications(VNPT),60,75
593,ip,spam,spam_ip,active,14.175.163.28,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),93,75
594,ip,spam,spam_ip,active,27.71.7.175,low,gov,25,2021-03-20,Viettel Group,100,75
595,ip,spam,spam_ip,active,113.168.186.174,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
596,ip,spam,spam_ip,active,123.17.184.0,low,gov,19,2021-03-20,Vietnam Posts and Telecommunications(VNPT),76,75
597,ip,spam,spam_ip,active,116.98.253.67,low,gov,25,2021-03-20,Viettel Corporation,100,75
598,ip,spam,spam_ip,active,171.225.254.245,low,gov,25,2021-03-20,Viettel Group,100,75
599,ip,spam,spam_ip,active,117.2.127.47,low,gov,25,2021-03-20,Viettel Group,99,75
600,ip,spam,spam_ip,active,171.241.75.46,low,gov,25,2021-03-20,Viettel Group,97,75
601,ip,spam,spam_ip,active,27.76.124.135,low,gov,24,2021-03-20,Viettel Group,94,75
602,ip,spam,spam_ip,active,14.169.224.45,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
603,ip,spam,spam_ip,active,14.186.82.209,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),81,75
604,ip,spam,spam_ip,active,171.238.65.190,low,gov,25,2021-03-20,Viettel Group,97,75
605,ip,spam,spam_ip,active,14.247.144.127,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
606,ip,spam,spam_ip,active,14.188.65.73,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
607,ip,spam,spam_ip,active,123.16.2.82,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
608,ip,spam,spam_ip,active,27.79.237.94,low,gov,25,2021-03-20,Viettel Group,97,75
609,ip,spam,spam_ip,active,113.186.143.27,low,gov,17,2021-03-20,Vietnam Posts and Telecommunications(VNPT),66,75
610,ip,spam,spam_ip,active,171.228.18.67,low,gov,25,2021-03-20,Viettel Group,97,75
611,ip,spam,spam_ip,active,123.19.128.117,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
612,ip,spam,spam_ip,active,118.68.247.0,low,gov,25,2021-03-20,FPT Telecom Company,97,75
613,ip,spam,spam_ip,active,1.52.162.212,low,gov,23,2021-03-20,FPT Telecom Company,91,75
614,ip,spam,spam_ip,active,14.174.143.143,low,gov,13,2021-03-20,Vietnam Posts and Telecommunications(VNPT),52,75
615,ip,spam,spam_ip,active,14.170.169.199,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
616,ip,spam,spam_ip,active,113.187.188.192,low,gov,16,2021-03-20,Vietnam Posts And Telecommunications Group,61,75
617,ip,spam,spam_ip,active,113.167.174.185,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),97,75
618,ip,spam,spam_ip,active,27.71.122.148,low,gov,25,2021-03-20,Viettel Group,100,75
619,ip,spam,spam_ip,active,113.165.183.145,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
620,ip,spam,spam_ip,active,14.172.6.103,low,gov,15,2021-03-20,Vietnam Posts and Telecommunications(VNPT),60,75
621,ip,spam,spam_ip,active,123.16.242.138,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
622,ip,spam,spam_ip,active,14.255.27.12,low,gov,23,2021-03-20,Vietnam Posts And Telecommunications Group,92,75
623,ip,spam,spam_ip,active,1.52.36.166,low,gov,24,2021-03-20,FPT Telecom,95,75
624,ip,spam,spam_ip,active,113.22.236.199,low,gov,25,2021-03-20,FPT Telecom Company,99,75
625,ip,spam,spam_ip,active,58.187.173.156,low,gov,25,2021-03-20,FPT Telecom Company,99,75
626,ip,spam,spam_ip,active,123.23.117.252,low,gov,15,2021-03-20,Vietnam Posts and Telecommunications(VNPT),60,75
627,ip,spam,spam_ip,active,113.191.137.37,low,gov,12,2021-03-20,Vietnam Posts And Telecommunications Group,46,75
628,ip,spam,spam_ip,active,222.252.61.213,low,gov,16,2021-03-20,Vietnam Posts and Telecommunications(VNPT),63,75
629,ip,spam,spam_ip,active,113.169.226.225,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),95,75
630,ip,spam,spam_ip,active,116.103.154.109,low,gov,25,2021-03-20,Viettel Corporation,100,75
631,ip,spam,spam_ip,active,113.23.42.74,low,gov,25,2021-03-20,FPT Telecom Company,99,75
632,ip,spam,spam_ip,active,118.71.191.16,low,gov,23,2021-03-20,FPT Telecom Company,90,75
633,ip,spam,spam_ip,active,113.22.118.28,low,gov,25,2021-03-20,FPT Telecom Company,99,75
634,ip,spam,spam_ip,active,115.74.1.78,low,gov,22,2021-03-20,Viettel Group,87,75
635,ip,spam,spam_ip,active,123.21.218.201,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),100,75
636,ip,spam,spam_ip,active,123.20.134.147,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),94,75
637,ip,spam,spam_ip,active,113.181.3.36,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),98,75
638,ip,spam,spam_ip,active,14.177.166.232,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
639,ip,spam,spam_ip,active,171.229.33.173,low,gov,25,2021-03-20,Viettel Group,97,75
640,ip,spam,spam_ip,active,118.68.65.41,low,gov,25,2021-03-20,FPT Telecom Company,99,75
641,ip,spam,spam_ip,active,1.53.115.162,low,gov,25,2021-03-20,FPT Telecom Company,99,75
642,ip,spam,spam_ip,active,14.176.220.16,low,gov,19,2021-03-20,Vietnam Posts and Telecommunications(VNPT),76,75
643,ip,spam,spam_ip,active,113.188.117.119,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),96,75
644,ip,spam,spam_ip,active,113.172.219.98,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),98,75
645,ip,spam,spam_ip,active,14.169.237.209,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
646,ip,spam,spam_ip,active,14.230.206.74,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),86,75
647,ip,spam,spam_ip,active,14.162.219.117,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
648,ip,spam,spam_ip,active,123.24.47.217,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
649,ip,spam,spam_ip,active,14.230.143.30,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
650,ip,spam,spam_ip,active,42.119.159.163,low,gov,25,2021-03-20,FPT Telecom Company,99,75
651,ip,spam,spam_ip,active,123.18.124.142,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),96,75
652,ip,spam,spam_ip,active,42.113.121.53,low,gov,25,2021-03-20,FPT Telecom Company,99,75
653,ip,spam,spam_ip,active,171.225.233.51,low,gov,25,2021-03-20,Viettel Group,98,75
654,ip,spam,spam_ip,active,117.4.247.233,low,gov,17,2021-03-20,Viettel Group,68,75
655,ip,spam,spam_ip,active,58.186.105.145,low,gov,25,2021-03-20,FPT Telecom Company,99,75
656,ip,spam,spam_ip,active,27.69.163.10,low,gov,25,2021-03-20,Viettel Group,98,75
657,ip,spam,spam_ip,active,123.27.74.51,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),99,75
658,ip,spam,spam_ip,active,14.231.96.251,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
659,ip,spam,spam_ip,active,1.55.250.3,low,gov,25,2021-03-20,FPT Telecom Company,99,75
660,ip,spam,spam_ip,active,14.182.98.142,low,gov,18,2021-03-20,Vietnam Posts and Telecommunications(VNPT),69,75
661,ip,spam,spam_ip,active,42.112.154.14,low,gov,25,2021-03-20,FPT Telecom Company,99,75
662,ip,spam,spam_ip,active,113.170.233.153,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
663,ip,spam,spam_ip,active,171.229.88.60,low,gov,25,2021-03-20,Viettel Group,98,75
664,ip,spam,spam_ip,active,171.229.142.127,low,gov,25,2021-03-20,Viettel Group,97,75
665,ip,spam,spam_ip,active,123.20.171.35,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
666,ip,spam,spam_ip,active,116.99.42.98,low,gov,25,2021-03-20,Viettel Corporation,100,75
667,ip,spam,spam_ip,active,123.24.158.225,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
668,ip,spam,spam_ip,active,14.174.167.198,low,gov,19,2021-03-20,Vietnam Posts and Telecommunications(VNPT),76,75
669,ip,spam,spam_ip,active,171.225.132.172,low,gov,25,2021-03-20,Viettel Group,100,75
670,ip,spam,spam_ip,active,1.54.187.25,low,gov,18,2021-03-20,FPT Telecom Company,69,75
671,ip,spam,spam_ip,active,14.174.117.81,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),83,75
672,ip,spam,spam_ip,active,113.167.14.221,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
673,ip,spam,spam_ip,active,14.180.202.89,low,gov,24,2021-03-20,Vietnam Posts And Telecommunications Group,94,75
674,ip,spam,spam_ip,active,14.226.250.77,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),81,75
675,ip,spam,spam_ip,active,113.174.232.200,low,gov,18,2021-03-20,Vietnam Posts and Telecommunications(VNPT),69,75
676,ip,spam,spam_ip,active,58.186.59.12,low,gov,25,2021-03-20,FPT Telecom Company,99,75
677,ip,spam,spam_ip,active,171.224.179.211,low,gov,23,2021-03-20,Viettel Group,91,75
678,ip,spam,spam_ip,active,113.23.43.111,low,gov,23,2021-03-20,FPT Telecom Company,90,75
679,ip,spam,spam_ip,active,42.113.183.180,low,gov,25,2021-03-20,FPT Telecom Company,98,75
680,ip,spam,spam_ip,active,171.237.240.152,low,gov,24,2021-03-20,Viettel Group,95,75
681,ip,spam,spam_ip,active,42.114.142.187,low,gov,25,2021-03-20,FPT Telecom Company,99,75
682,ip,spam,spam_ip,active,171.247.240.156,low,gov,22,2021-03-20,Viettel Group,85,75
683,ip,spam,spam_ip,active,116.99.38.147,low,gov,25,2021-03-20,Viettel Corporation,100,75
684,ip,spam,spam_ip,active,14.169.7.26,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
685,ip,spam,spam_ip,active,42.114.121.244,low,gov,25,2021-03-20,FPT Telecom Company,99,75
686,ip,spam,spam_ip,active,42.116.129.49,low,gov,25,2021-03-20,FPT Telecom Company,99,75
687,ip,spam,spam_ip,active,116.109.69.74,low,gov,24,2021-03-20,Viettel Corporation,95,75
688,ip,spam,spam_ip,active,42.119.10.9,low,gov,25,2021-03-20,FPT Telecom Company,99,75
689,ip,spam,spam_ip,active,14.186.41.246,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),81,75
690,ip,spam,spam_ip,active,14.243.26.140,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),96,75
691,ip,spam,spam_ip,active,123.24.129.89,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
692,ip,spam,spam_ip,active,171.241.117.87,low,gov,25,2021-03-20,Viettel Group,97,75
693,ip,spam,spam_ip,active,113.177.178.232,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
694,ip,spam,spam_ip,active,113.166.231.73,low,gov,18,2021-03-20,Vietnam Posts and Telecommunications(VNPT),69,75
695,ip,spam,spam_ip,active,1.54.252.110,low,gov,25,2021-03-20,FPT Telecom Company,98,75
696,ip,spam,spam_ip,active,103.199.36.85,low,gov,18,2021-03-20,MOBIFONE Corporation,72,75
697,ip,spam,spam_ip,active,14.228.206.177,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
698,ip,spam,spam_ip,active,27.71.82.74,low,gov,24,2021-03-20,Viettel Group,93,75
699,ip,spam,spam_ip,active,1.52.172.40,low,gov,25,2021-03-20,FPT Telecom Company,99,75
700,ip,spam,spam_ip,active,14.188.186.132,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
701,ip,spam,spam_ip,active,14.186.40.115,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),81,75
702,ip,spam,spam_ip,active,171.252.170.82,low,gov,25,2021-03-20,Viettel Group,100,75
703,ip,spam,spam_ip,active,14.232.54.162,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
704,ip,spam,spam_ip,active,14.228.188.202,low,gov,18,2021-03-20,Vietnam Posts and Telecommunications(VNPT),69,75
705,ip,spam,spam_ip,active,115.76.54.246,low,gov,13,2021-03-20,Viettel Group,51,75
706,ip,spam,spam_ip,active,14.186.229.15,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),81,75
707,ip,spam,spam_ip,active,14.169.219.1,low,gov,18,2021-03-20,Vietnam Posts and Telecommunications(VNPT),71,75
708,ip,spam,spam_ip,active,118.71.115.85,low,gov,25,2021-03-20,FPT Telecom Company,99,75
709,ip,spam,spam_ip,active,14.187.148.78,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),81,75
710,ip,spam,spam_ip,active,115.77.219.249,low,gov,8,2021-03-20,Viettel Group,29,75
711,ip,spam,spam_ip,active,14.170.120.204,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
712,ip,spam,spam_ip,active,14.169.196.183,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
713,ip,spam,spam_ip,active,113.176.81.180,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),98,75
714,ip,spam,spam_ip,active,1.53.12.105,low,gov,25,2021-03-20,FPT Telecom Company,99,75
715,ip,spam,spam_ip,active,123.20.23.188,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
716,ip,spam,spam_ip,active,115.73.223.180,low,gov,22,2021-03-20,Viettel Group,87,75
717,ip,spam,spam_ip,active,117.2.239.115,low,gov,25,2021-03-20,Viettel Group,99,75
718,ip,spam,spam_ip,active,27.73.104.237,low,gov,25,2021-03-20,Viettel Group,97,75
719,ip,spam,spam_ip,active,171.228.55.223,low,gov,25,2021-03-20,Viettel Group,97,75
720,ip,spam,spam_ip,active,171.254.227.144,low,gov,22,2021-03-20,Viettel Group,87,75
721,ip,spam,spam_ip,active,171.241.129.85,low,gov,25,2021-03-20,Viettel Group,97,75
722,ip,spam,spam_ip,active,103.238.83.150,low,gov,22,2021-03-20,Cloudone Technology Company Limited,85,75
723,ip,spam,spam_ip,active,171.240.30.183,low,gov,25,2021-03-20,Viettel Group,98,75
724,ip,spam,spam_ip,active,42.119.223.78,low,gov,25,2021-03-20,FPT Telecom Company,100,75
725,ip,spam,spam_ip,active,42.118.115.209,low,gov,25,2021-03-20,FPT Telecom Company,99,75
726,ip,spam,spam_ip,active,171.241.192.233,low,gov,22,2021-03-20,Viettel Group,86,75
727,ip,spam,spam_ip,active,14.162.158.254,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
728,ip,spam,spam_ip,active,113.188.87.151,low,gov,17,2021-03-20,Vietnam Posts and Telecommunications(VNPT),66,75
729,ip,spam,spam_ip,active,14.248.126.15,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
730,ip,spam,spam_ip,active,27.76.123.52,low,gov,25,2021-03-20,Viettel Group,97,75
731,ip,spam,spam_ip,active,113.174.119.241,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
732,ip,spam,spam_ip,active,27.78.115.189,low,gov,22,2021-03-20,Viettel Group,87,75
733,ip,spam,spam_ip,active,14.232.34.15,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
734,ip,spam,spam_ip,active,171.242.28.179,low,gov,24,2021-03-20,Viettel Group,95,75
735,ip,spam,spam_ip,active,117.1.193.191,low,gov,25,2021-03-20,Viettel Group,97,75
736,ip,spam,spam_ip,active,1.53.199.135,low,gov,19,2021-03-20,FPT Telecom Company,76,75
737,ip,spam,spam_ip,active,14.232.234.113,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
738,ip,spam,spam_ip,active,14.190.119.116,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),86,75
739,ip,spam,spam_ip,active,14.188.182.90,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),99,75
740,ip,spam,spam_ip,active,27.76.109.61,low,gov,25,2021-03-20,Viettel Group,97,75
741,ip,spam,spam_ip,active,42.116.190.13,low,gov,25,2021-03-20,FPT Telecom Company,99,75
742,ip,spam,spam_ip,active,116.102.47.6,low,gov,25,2021-03-20,Viettel Corporation,100,75
743,ip,spam,spam_ip,active,123.21.251.121,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
744,ip,spam,spam_ip,active,58.186.197.154,low,gov,25,2021-03-20,FPT Telecom Company,99,75
745,ip,spam,spam_ip,active,14.249.80.77,low,gov,19,2021-03-20,Vietnam Posts And Telecommunications Group,76,75
746,ip,spam,spam_ip,active,115.73.4.94,low,gov,22,2021-03-20,Viettel Group,87,75
747,ip,spam,spam_ip,active,58.186.62.191,low,gov,25,2021-03-20,FPT Telecom Company,99,75
748,ip,spam,spam_ip,active,113.183.41.245,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
749,ip,spam,spam_ip,active,123.24.66.224,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
750,ip,spam,spam_ip,active,14.184.163.145,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),83,75
751,ip,spam,spam_ip,active,103.249.23.23,low,gov,18,2021-03-20,,72,75
752,ip,spam,spam_ip,active,42.113.159.96,low,gov,25,2021-03-20,FPT Telecom Company,98,75
753,ip,spam,spam_ip,active,14.250.54.91,low,gov,13,2021-03-20,Vietnam Posts And Telecommunications Group,50,75
754,ip,spam,spam_ip,active,117.7.146.131,low,gov,24,2021-03-20,Viettel Group,95,75
755,ip,spam,spam_ip,active,113.179.186.200,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
756,ip,spam,spam_ip,active,113.163.5.87,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
757,ip,spam,spam_ip,active,222.252.83.205,low,gov,16,2021-03-20,Vietnam Posts and Telecommunications(VNPT),63,75
758,ip,spam,spam_ip,active,123.21.191.131,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
759,ip,spam,spam_ip,active,14.181.44.137,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),96,75
760,ip,spam,spam_ip,active,14.255.15.50,low,gov,7,2021-03-20,Vietnam Posts And Telecommunications Group,28,75
761,ip,spam,spam_ip,active,27.71.82.35,low,gov,24,2021-03-20,Viettel Group,93,75
762,ip,spam,spam_ip,active,14.252.176.68,low,gov,24,2021-03-20,Vietnam Posts And Telecommunications Group,95,75
763,ip,spam,spam_ip,active,183.80.85.76,low,gov,25,2021-03-20,FPT Telecom,100,75
764,ip,spam,spam_ip,active,118.71.78.21,low,gov,25,2021-03-20,FPT Telecom Company,98,75
765,ip,spam,spam_ip,active,42.116.149.248,low,gov,25,2021-03-20,FPT Telecom Company,99,75
766,ip,spam,spam_ip,active,123.21.142.251,low,gov,22,2021-03-20,Vietnam Posts and Telecommunications(VNPT),88,75
767,ip,spam,spam_ip,active,171.232.23.109,low,gov,24,2021-03-20,Viettel Group,96,75
768,ip,spam,spam_ip,active,171.224.40.139,low,gov,25,2021-03-20,Viettel Group,98,75
769,ip,spam,spam_ip,active,171.247.202.137,low,gov,23,2021-03-20,Viettel Group,91,75
770,ip,spam,spam_ip,active,171.234.98.198,low,gov,25,2021-03-20,Viettel Group,97,75
771,ip,spam,spam_ip,active,115.72.77.9,low,gov,25,2021-03-20,Viettel Group,98,75
772,ip,spam,spam_ip,active,113.163.167.234,low,gov,25,2021-03-20,Vietnam Posts and Telecommunications(VNPT),97,75
773,ip,spam,spam_ip,active,171.241.15.108,low,gov,25,2021-03-20,Viettel Group,97,75
774,ip,spam,spam_ip,active,27.3.200.202,low,gov,22,2021-03-20,SaiGon Tourist cable Televition Company,88,75
775,ip,spam,spam_ip,active,59.153.229.21,low,gov,21,2021-03-20,MOBIFONE Corporation,83,75
776,ip,spam,spam_ip,active,123.24.67.82,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
777,ip,spam,spam_ip,active,1.52.235.254,low,gov,25,2021-03-20,FPT Telecom Company,99,75
778,ip,spam,spam_ip,active,14.248.135.190,low,gov,23,2021-03-20,Vietnam Posts and Telecommunications(VNPT),91,75
779,ip,spam,spam_ip,active,14.249.147.145,low,gov,18,2021-03-20,Vietnam Posts And Telecommunications Group,72,75
780,ip,spam,spam_ip,active,14.169.92.17,low,gov,21,2021-03-20,Vietnam Posts and Telecommunications(VNPT),83,75
781,ip,spam,spam_ip,active,113.181.14.120,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),80,75
782,ip,spam,spam_ip,active,113.178.32.112,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
783,ip,spam,spam_ip,active,14.244.154.224,low,gov,24,2021-03-20,Vietnam Posts and Telecommunications(VNPT),93,75
784,ip,spam,spam_ip,active,115.75.239.76,low,gov,22,2021-03-20,Viettel Group,87,75
785,ip,spam,spam_ip,active,115.75.243.251,low,gov,22,2021-03-20,Viettel Group,87,75
786,ip,spam,spam_ip,active,125.212.157.183,low,gov,24,2021-03-20,Viettel Corporation,95,75
787,ip,spam,spam_ip,active,14.243.78.93,low,gov,23,2021-03-20,Vietnam Posts and Telecommunications(VNPT),92,75
788,ip,spam,spam_ip,active,123.16.243.222,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
789,ip,spam,spam_ip,active,59.153.253.50,low,gov,24,2021-03-20,MOBIFONE Corporation,96,75
790,ip,spam,spam_ip,active,171.252.155.33,low,gov,22,2021-03-20,Viettel Group,87,75
791,ip,spam,spam_ip,active,171.242.99.19,low,gov,25,2021-03-20,Viettel Group,100,75
792,ip,spam,spam_ip,active,171.233.200.74,low,gov,11,2021-03-20,Viettel Group,44,75
793,ip,spam,spam_ip,active,123.27.202.103,low,gov,19,2021-03-20,Vietnam Posts and Telecommunications(VNPT),76,75
794,ip,spam,spam_ip,active,116.96.160.25,low,gov,24,2021-03-20,Viettel Group,95,75
795,ip,spam,spam_ip,active,14.251.66.120,low,gov,18,2021-03-20,Vietnam Posts And Telecommunications Group,71,75
796,ip,spam,spam_ip,active,1.53.8.200,low,gov,22,2021-03-20,FPT Telecom Company,88,75
797,ip,spam,spam_ip,active,123.16.128.77,low,gov,20,2021-03-20,Vietnam Posts and Telecommunications(VNPT),77,75
798,ip,spam,spam_ip,active,115.79.238.75,low,gov,23,2021-03-20,Viettel Group,90,75
